# fast_drone aero table v1
# schema: axisym_v1
# frame: body FRD (x=nose, y=right, z=down)
# C_A, C_N: nondimensional on S_ref.  x_cp: body x from CG [m], negative = aft = stable
# C_lp, C_mq: damping derivatives (nondimensional)
# alpha: total angle of attack [rad], 0..pi. Negative alpha follows from axisymmetry.
# S_ref: 0.017671458676442587
# d_ref: 0.14999999999999999
# rho_ref: 1.2250000000000001
# F_tol_N: 0.02
# source: placeholder / control/vehicle_params.py
# n_V: 11
# n_alpha: 345
V_mps,alpha_rad,C_A,C_N,x_cp,C_lp,C_mq
0,0,0.12,0,-0.10000000000000001,-5,-10
0,0.016362461737446838,0.12026770626181717,0.098478495979509029,-0.10000000000000001,-5,-10
0,0.032724923474893676,0.12107053838069824,0.19749403374726709,-0.10000000000000001,-5,-10
0,0.049087385212340517,0.12240763666390156,0.29694058498536369,-0.10000000000000001,-5,-10
0,0.065449846949787352,0.12427756931309479,0.39671165983586848,-0.10000000000000001,-5,-10
0,0.081812308687234186,0.12667833395756048,0.49670042093283873,-0.10000000000000001,-5,-10
0,0.098174770424681035,0.12960735979838478,0.59679979780644654,-0.10000000000000001,-5,-10
0,0.11453723216212787,0.13306151036133318,0.69690260153671935,-0.10000000000000001,-5,-10
0,0.1308996938995747,0.13703708685546584,0.79690163953412108,-0.10000000000000001,-5,-10
0,0.14726215563702155,0.14152983213389556,0.8966898303240618,-0.10000000000000001,-5,-10
0,0.16362461737446837,0.14653493525244715,0.99616031821242113,-0.10000000000000001,-5,-10
0,0.17998707911191522,0.15204703662133714,1.0952065877093049,-0.10000000000000001,-5,-10
0,0.19634954084936207,0.15806023374435663,1.1937225775884972,-0.10000000000000001,-5,-10
0,0.21271200258680889,0.16456808753941207,1.2916027944604784,-0.10000000000000001,-5,-10
0,0.22907446432425574,0.17156362923365584,1.3887424257373906,-0.10000000000000001,-5,-10
0,0.24543692606170259,0.17903936782582247,1.4850374518689797,-0.10000000000000001,-5,-10
0,0.26179938779914941,0.18698729810778064,1.5803847577293368,-0.10000000000000001,-5,-10
0,0.26998061866787282,0.19113569499986394,1.6276710665795016,-0.10000000000000001,-5,-10
0,0.27816184953659628,0.19539890923671055,1.6746822430351567,-0.10000000000000001,-5,-10
0,0.28634308040531969,0.19977579945278098,1.7214057010675923,-0.10000000000000001,-5,-10
0,0.2945243112740431,0.20426519384872735,1.7678289316772793,-0.10000000000000001,-5,-10
0,0.30270554214276651,0.20886589050511242,1.8139395062428294,-0.10000000000000001,-5,-10
0,0.31088677301148993,0.21357665770419237,1.8597250798484373,-0.10000000000000001,-5,-10
0,0.31906800388021334,0.21839623425967752,1.9051733945889131,-0.10000000000000001,-5,-10
0,0.32724923474893675,0.22332332985438239,1.9502722828514203,-0.10000000000000001,-5,-10
0,0.33543046561766016,0.22835662538567475,1.9950096705730413,-0.10000000000000001,-5,-10
0,0.34361169648638357,0.23349477331863147,2.0393735804732942,-0.10000000000000001,-5,-10
0,0.35179292735510703,0.23873639804680591,2.0833521352607391,-0.10000000000000001,-5,-10
0,0.35997415822383044,0.2440800962605113,2.1269335608128204,-0.10000000000000001,-5,-10
0,0.36815538909255385,0.24952443732252041,2.1701061893280795,-0.10000000000000001,-5,-10
0,0.37633661996127732,0.2550679636510822,2.2128584624499119,-0.10000000000000001,-5,-10
0,0.38451785083000073,0.26070919111015101,2.2551789343610165,-0.10000000000000001,-5,-10
0,0.39269908169872414,0.26644660940672626,2.2970562748477139,-0.10000000000000001,-5,-10
0,0.40088031256744755,0.27227868249519416,2.3384792723333274,-0.10000000000000001,-5,-10
0,0.40906154343617096,0.27820384898856432,2.3794368368797842,-0.10000000000000001,-5,-10
0,0.41724277430489437,0.28422052257649078,2.4199180031566661,-0.10000000000000001,-5,-10
