# fast_drone aero table v1
# schema: axisym_v1
# frame: body FRD (x=nose, y=right, z=down)
# C_A, C_N: nondimensional on S_ref.  x_cp: body x from CG [m], negative = aft = stable
# C_lp, C_mq: damping derivatives (nondimensional)
# alpha: total angle of attack [rad], 0..pi. Negative alpha follows from axisymmetry.
# S_ref: 0.0063617251235193305
# d_ref: 0.089999999999999997
# rho_ref: 1.2250122659906946
# F_tol_N: 0.02
# source: sized / rocket-drone/modules/aero.py
# MTOW: 1.660778087
# x_cg: 0.436430853
# J_xx: 0.006040705941
# J_yy: 0.04045326237
# J_zz: 0.04045326237
# l_body: 0.72
# arm_rotor: 0.155
# CN_alpha: 11.31064627
# x_cp_nose: 0.5362342167
# SM_cal: 1.108926264
# design_point: d_body=0.09 lambda_body=8.0 S_fin=0.022 x_fin=0.6 AR_fin=2.2 f_mount=1.0 n_design=4.0 d_prop=0.13 pd_prop=1.5 n_ser=6 k_E=1.0 k_mot=1.0
# n_V: 11
# n_alpha: 333
V_mps,alpha_rad,C_A,C_N,x_cp,C_lp,C_mq
0,0,0.78342276476103256,0,-0.099803363746797435,-5,-10
0,0.008181230868723419,0.78342276476103256,0.09312321819824021,-0.099803363746797435,-5,-10
0,0.016362461737446838,0.78342276476103256,0.18740618272168974,-0.099803363746797435,-5,-10
0,0.024543692606170259,0.78342276476103256,0.28282365174090096,-0.099803363746797435,-5,-10
0,0.032724923474893676,0.78342276476103256,0.37935007969213924,-0.099803363746797435,-5,-10
0,0.040906154343617093,0.78342276476103256,0.47695962411654863,-0.099803363746797435,-5,-10
0,0.049087385212340517,0.78342276476103256,0.57562615257880234,-0.099803363746797435,-5,-10
0,0.057268616081063935,0.78342276476103256,0.67532324966338775,-0.099803363746797435,-5,-10
0,0.065449846949787352,0.78342276476103256,0.77602422404665217,-0.099803363746797435,-5,-10
0,0.073631077818510776,0.78342276476103256,0.8777021156427155,-0.099803363746797435,-5,-10
0,0.081812308687234186,0.78342276476103256,0.98032970282133658,-0.099803363746797435,-5,-10
0,0.089993539555957611,0.78342276476103256,1.0838795096958036,-0.099803363746797435,-5,-10
0,0.098174770424681035,0.78342276476103256,1.18832381347889,-0.099803363746797435,-5,-10
0,0.10635600129340445,0.78342276476103256,1.2936346519049191,-0.099803363746797435,-5,-10
0,0.11453723216212787,0.78342276476103256,1.3997838307159354,-0.099803363746797435,-5,-10
0,0.12271846303085129,0.78342276476103256,1.5067429312099911,-0.099803363746797435,-5,-10
0,0.1308996938995747,0.78342276476103256,1.6144833178495193,-0.099803363746797435,-5,-10
0,0.13908092476829814,0.78342276476103256,1.7229761459277604,-0.099803363746797435,-5,-10
0,0.14726215563702155,0.78342276476103256,1.8321923692911843,-0.099803363746797435,-5,-10
0,0.16362461737446837,0.78342276476103256,2.0526778567356279,-0.099803363746797435,-5,-10
0,0.17998707911191522,0.78342276476103256,2.2757036788003369,-0.099803363746797435,-5,-10
0,0.19634954084936207,0.78342276476103256,2.5010310138488565,-0.099803363746797435,-5,-10
0,0.21271200258680889,0.78342276476103256,2.7284185757269817,-0.099803363746797435,-5,-10
0,0.22907446432425574,0.78342276476103256,2.9576228721380162,-0.099803363746797435,-5,-10
0,0.24543692606170259,0.78342276476103256,3.188398465380422,-0.099803363746797435,-5,-10
0,0.26179938779914941,0.78342276476103256,3.4204982351686568,-0.099803363746797435,-5,-10
0,0.27816184953659628,0.78342276476103256,3.6536736432557655,-0.099803363746797435,-5,-10
0,0.2945243112740431,0.78342276476103256,3.8876749995743607,-0.099803363746797435,-5,-10
0,0.32724923474893675,0.78342276476103256,4.3571526427276623,-0.099803363746797435,-5,-10
0,0.35997415822383044,0.78342276476103256,4.8269207892850616,-0.099803363746797435,-5,-10
0,0.39269908169872414,0.78342276476103256,5.2949678199228796,-0.099803363746797435,-5,-10
0,0.40906154343617096,0.78342276476103256,5.5277190659348765,-0.099803363746797435,-5,-10
0,0.42542400517361778,0.78342276476103256,5.7592894854000365,-0.099803363746797435,-5,-10
0,0.4417864669110646,0.78342276476103256,5.9894311069129911,-0.099803363746797435,-5,-10
0,0.45814892864851148,0.78342276476103256,6.2178974890610039,-0.099803363746797435,-5,-10
0,0.47451139038595835,0.78342276476103256,6.4444439843196131,-0.099803363746797435,-5,-10
0,0.49087385212340517,0.78342276476103256,6.6688280010273218,-0.099803363746797435,-5,-10
0,0.507236313860852,0.78342276476103256,6.890809263158836,-0.099803363746797435,-5,-10
0,0.52359877559829882,0.78342276476103256,7.1101500676186378,-0.099803363746797435,-5,-10
0,0.53178000646702217,0.78342276476103256,7.218756782241007,-0.099803363746797435,-5,-10
0,0.53996123733574564,0.78342276476103256,7.3266155387794285,-0.099803363746797435,-5,-10
0,0.5481424682044691,0.78342276476103256,7.4336974608366537,-0.099803363746797435,-5,-10
0,0.55632369907319257,0.78342276476103256,7.5399738799928162,-0.099803363746797435,-5,-10
0,0.56450492994191603,0.78342276476103256,7.6454163434806501,-0.099803363746797435,-5,-10
0,0.57268616081063939,0.78342276476103256,7.7499966218029863,-0.099803363746797435,-5,-10
0,0.58086739167936274,0.78342276476103256,7.8536867162904764,-0.099803363746797435,-5,-10
0,0.58904862254808621,0.78342276476103256,7.9564588665975116,-0.099803363746797435,-5,-10
0,0.59722985341680968,0.78342276476103256,8.0582855581343331,-0.099803363746797435,-5,-10
0,0.60541108428553303,0.78342276476103256,8.1591395294333555,-0.099803363746797435,-5,-10
0,0.61359231515425638,0.78342276476103256,8.2589937794477244,-0.099803363746797435,-5,-10
0,0.62177354602297985,0.78342276476103256,8.3578215747801519,-0.099803363746797435,-5,-10
0,0.62995477689170332,0.78342276476103256,8.4555964568400785,-0.099803363746797435,-5,-10
0,0.63813600776042667,0.78342276476103256,8.5522922489272979,-0.099803363746797435,-5,-10
0,0.64631723862915003,0.78342276476103256,8.6478830632400836,-0.099803363746797435,-5,-10
0,0.65449846949787349,0.78342276476103256,8.7423433078059674,-0.099803363746797435,-5,-10
0,0.66267970036659696,0.78342276476103256,8.8356476933333514,-0.099803363746797435,-5,-10
0,0.67086093123532031,0.78342276476103256,8.9277712399820466,-0.099803363746797435,-5,-10
0,0.67904216210404367,0.78342276476103256,9.0186892840509856,-0.099803363746797435,-5,-10
0,0.68722339297276713,0.78342276476103256,9.108377484581295,-0.099803363746797435,-5,-10
0,0.6954046238414906,0.78342276476103256,9.1968118298729564,-0.099803363746797435,-5,-10
0,0.70358585471021406,0.78342276476103256,9.2839686439133136,-0.099803363746797435,-5,-10
0,0.71176708557893753,0.78342276476103256,9.3698245927157142,-0.099803363746797435,-5,-10
0,0.71994831644766089,0.78342276476103256,9.4543566905665983,-0.099803363746797435,-5,-10
0,0.72812954731638424,0.78342276476103256,9.5375423061793043,-0.099803363746797435,-5,-10
0,0.73631077818510771,0.78342276476103256,9.6193591687530429,-0.099803363746797435,-5,-10
0,0.74449200905383117,0.78342276476103256,9.6997853739352884,-0.099803363746797435,-5,-10
0,0.75267323992255464,0.78342276476103256,9.7787993896861458,-0.099803363746797435,-5,-10
0,0.7608544707912781,0.78342276476103256,9.8563800620429642,-0.099803363746797435,-5,-10
0,0.76903570166000146,0.78342276476103256,9.9325066207837889,-0.099803363746797435,-5,-10
0,0.77721693252872481,0.78342276476103256,10.007158684988033,-0.099803363746797435,-5,-10
0,0.78539816339744828,0.78342276476103256,10.080316268492961,-0.099803363746797435,-5,-10
0,0.79357939426617174,0.78342276476103256,10.151959785244456,-0.099803363746797435,-5,-10
0,0.8017606251348951,0.78342276476103256,10.222070054540678,-0.099803363746797435,-5,-10
0,0.80994185600361845,0.78342276476103256,10.290628306167207,-0.099803363746797435,-5,-10
0,0.81812308687234192,0.78342276476103256,10.357616185422284,-0.099803363746797435,-5,-10
0,0.82630431774106539,0.78342276476103256,10.423015758030809,-0.099803363746797435,-5,-10
0,0.83448554860978874,0.78342276476103256,10.486809514945776,-0.099803363746797435,-5,-10
0,0.8426667794785121,0.78342276476103256,10.548980377035868,-0.099803363746797435,-5,-10
0,0.85084801034723556,0.78342276476103256,10.609511699657961,-0.099803363746797435,-5,-10
0,0.85902924121595903,0.78342276476103256,10.668387277113283,-0.099803363746797435,-5,-10
0,0.86721047208468238,0.78342276476103256,10.725591346986093,-0.099803363746797435,-5,-10
0,0.87539170295340574,0.78342276476103256,10.781108594363634,-0.099803363746797435,-5,-10
0,0.8835729338221292,0.78342276476103256,10.834924155936331,-0.099803363746797435,-5,-10
0,0.89175416469085267,0.78342276476103256,10.887023623977047,-0.099803363746797435,-5,-10
0,0.89993539555957613,0.78342276476103256,10.937393050198372,-0.099803363746797435,-5,-10
0,0.9081166264282996,0.78342276476103256,10.98601894948693,-0.099803363746797435,-5,-10
0,0.91629785729702296,0.78342276476103256,11.032888303513666,-0.099803363746797435,-5,-10
0,0.92447908816574631,0.78342276476103256,11.077988564219165,-0.099803363746797435,-5,-10
0,0.93266031903446978,0.78342276476103256,11.121307657173071,-0.099803363746797435,-5,-10
0,0.94084154990319324,0.78342276476103256,11.16283398480671,-0.099803363746797435,-5,-10
0,0.94902278077191671,0.78342276476103256,11.202556429518026,-0.099803363746797435,-5,-10
0,0.95720401164064017,0.78342276476103256,11.240464356648051,-0.099803363746797435,-5,-10
0,0.96538524250936353,0.78342276476103256,11.276547617328042,-0.099803363746797435,-5,-10
0,0.97356647337808688,0.78342276476103256,11.310796551196592,-0.099803363746797435,-5,-10
0,0.98174770424681035,0.78342276476103256,11.343201988985937,-0.099803363746797435,-5,-10
0,0.98992893511553381,0.78342276476103256,11.373755254976786,-0.099803363746797435,-5,-10
0,0.99811016598425717,0.78342276476103256,11.402448169321026,-0.099803363746797435,-5,-10
0,1.0062913968529805,0.78342276476103256,11.429273050231675,-0.099803363746797435,-5,-10
0,1.014472627721704,0.78342276476103256,11.45422271603946,-0.099803363746797435,-5,-10
0,1.0226538585904275,0.78342276476103256,11.477290487115535,-0.099803363746797435,-5,-10
0,1.0308350894591509,0.78342276476103256,11.498470187659791,-0.099803363746797435,-5,-10
0,1.0390163203278742,0.78342276476103256,11.517756147354245,-0.099803363746797435,-5,-10
0,1.0471975511965976,0.78342276476103256,11.535143202881137,-0.099803363746797435,-5,-10
0,1.0553787820653211,0.78342276476103256,11.550626699305266,-0.099803363746797435,-5,-10
0,1.0635600129340443,0.78342276476103256,11.564202491320234,-0.099803363746797435,-5,-10
0,1.0717412438027678,0.78342276476103256,11.57586694435825,-0.099803363746797435,-5,-10
0,1.0799224746714913,0.78342276476103256,11.585616935563174,-0.099803363746797435,-5,-10
0,1.0881037055402147,0.78342276476103256,11.593449854626598,-0.099803363746797435,-5,-10
0,1.0962849364089382,0.78342276476103256,11.59936360448668,-0.099803363746797435,-5,-10
0,1.1044661672776617,0.78342276476103256,11.603356601889587,-0.099803363746797435,-5,-10
0,1.1126473981463851,0.78342276476103256,11.605427777813359,-0.099803363746797435,-5,-10
0,1.1208286290151086,0.78342276476103256,11.605576577754118,-0.099803363746797435,-5,-10
0,1.1290098598838321,0.78342276476103256,11.603802961874514,-0.099803363746797435,-5,-10
0,1.1371910907525553,0.78342276476103256,11.60010740501442,-0.099803363746797435,-5,-10
0,1.1453723216212788,0.78342276476103256,11.594490896563757,-0.099803363746797435,-5,-10
0,1.1535535524900022,0.78342276476103256,11.586954940197657,-0.099803363746797435,-5,-10
0,1.1617347833587255,0.78342276476103256,11.577501553473862,-0.099803363746797435,-5,-10
0,1.169916014227449,0.78342276476103256,11.566133267292589,-0.099803363746797435,-5,-10
0,1.1780972450961724,0.78342276476103256,11.552853125218945,-0.099803363746797435,-5,-10
0,1.1862784759648959,0.78342276476103256,11.537664682668089,-0.099803363746797435,-5,-10
0,1.1944597068336194,0.78342276476103256,11.52057200595336,-0.099803363746797435,-5,-10
